scorer,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
labeled-data/01072/img037.png,743.2074658804045,647.2536508260125,781.9324111993474,642.4530377699451,798.2544955899763,651.0941412708663,812.0162530173692,677.9775743848433,805.2953947388751,706.141170980438,794.0939642747179,732.384522353606,799.2146182011898,766.3088546164817
labeled-data/01072/img038.png,739.8994058778699,654.8407095174258,777.520536766234,639.1652383139407,796.3311022104162,643.2408608268469,812.6335922620407,664.8730110876562,811.6930639898316,693.4023686779991,799.7797058751829,719.737160299854,791.3149514253009,750.7745932827545
labeled-data/01072/img040.png,734.126871152785,666.6067182027617,763.6751343713545,642.4077095323817,782.2701620864887,632.9828324712862,809.780614048605,641.1340774970985,820.9885759590968,666.3519917957051,811.0542460838882,694.881349386048,796.0253880675468,718.8256316493714
labeled-data/01072/img048.png,698.3864898308614,603.2933593829589,709.267879424614,642.1554650749323,718.1506464399222,660.8092758070795,739.9134256274273,673.2451496285111,766.7837958487346,662.3637600347585,783.4389840024376,640.823050022636,805.4238323653253,617.0616482566866
labeled-data/01072/img050.png,689.049816686794,592.3475697283453,704.3334011101919,630.4389647528141,708.3306462670805,652.541379149728,725.2601551668445,675.3491897507988,756.0624560816926,680.0518311118443,775.108153593927,662.4169260079235,788.5106814729068,637.4929267943824
labeled-data/01072/img051.png,677.7970621173382,587.1943891991261,702.5022578786642,623.8358031372725,706.9436413863183,641.3237506986605,716.6591678093117,668.5272246830419,740.2540176937241,684.3496534290597,769.1230104934757,676.577232290665,785.5006121779504,653.8151418139378
labeled-data/01072/img052.png,665.0278265407026,586.4460160780866,695.0953397428874,610.7429964434884,704.2067073799132,628.3583072084048,712.1032259986687,654.7812733557794,727.89626323618,679.9893904848838,753.1043803652844,689.1007581219095,782.5644690583342,676.0411311755059
labeled-data/01072/img053.png,651.3468435101319,589.7139599372331,689.2031064665484,603.4299972402824,702.3705022774759,619.3406005118198,712.7946906277934,647.5956373561016,721.8472752478061,673.9304289779566,743.7929349326852,692.5842397101039,775.6141414757599,689.566711503433
labeled-data/01072/img055.png,631.2006364791641,606.5828570150102,664.9420882446659,590.9465744895338,686.064785691362,594.2384234422656,708.5590868683631,613.7151964125958,716.2400677580708,640.5986295265727,720.3548789489857,671.8711945775254,739.008689681133,698.4803069454415
labeled-data/01072/img058.png,615.0276780712512,623.7644797432968,644.4747038716314,598.4910481508446,660.4734816686884,586.4339982168306,689.6886411241836,579.2461415253993,711.7159438882476,593.621854908262,720.7587313387581,622.1414153291026,719.3675332694488,653.6752382334467
labeled-data/01072/img060.png,593.2836183965645,614.1582617261912,624.1248608798048,610.0460960617592,642.8165229908595,601.0740982484529,665.2465175241254,583.8777691062825,691.6017611007126,574.5319380507551,714.5925054973098,587.8030181496041,725.0598362795006,615.4666780739651
labeled-data/01072/img061.png,580.6019487096175,602.5031630445994,615.891806775289,611.7667507868382,636.8451600017814,609.7816962706441,658.901321292826,593.0190136894503,682.2808522613333,574.0507149791518,709.1893690364077,576.2563311082564,727.0548596821538,598.5330540122113
labeled-data/01072/img063.png,571.4554953832746,579.3584118133151,597.5677473524182,608.7940413058042,617.9827807101123,619.9510944198928,645.2819532233077,613.5417234820121,660.2371520783627,594.0762265595597,677.3288079127111,574.3733455282968,706.052285078769,567.4892063727954
labeled-data/01072/img068.png,538.8683326489323,549.9479020725253,571.0683630794247,575.208270772308,580.5063030331896,593.2513912721528,591.6097618023249,620.4548652565342,612.7063334636819,638.2203992871506,642.1304992018903,636.2772940025519,663.7822438017041,617.6790005642504
labeled-data/01072/img069.png,524.4149701663184,553.6876776148969,559.7631577301773,563.1713376930053,573.8449560279747,577.2531359908028,587.6393706870416,603.1176634765532,600.5716344299168,630.9938764334174,624.7118600832838,645.3630583699454,654.3123748725314,639.3280019566037
labeled-data/01072/img070.png,511.78686608208466,561.0260188298817,548.5719718395964,559.0143333587677,569.2635938281967,567.6358425206845,586.2192285132996,590.3391499803987,594.8407376752165,617.0658283823408,607.4856177793611,640.3439031195161,636.2239816524171,652.4140159461996
labeled-data/01072/img071.png,503.6846036380602,569.3880989433808,542.6316181323858,555.727578934177,562.1051253795487,558.0527738293606,585.9383730551808,576.0730342670338,592.3326590169357,602.2314768378494,599.3082437024866,631.5870623895427,619.6536990353434,653.3857645318892
